freq (GHz),S11_real,S11_imag,S21_real,S21_imag,S12_real,S12_imag,S22_real,S22_imag
100000000.0,0.00176176437151,0.0003223165091,0.998231643706,-0.00285088183063,0.998231643706,-0.00285088183063,0.00176176437151,0.000322316509099
200000000.0,0.00177511580765,0.000644545949124,0.998206302667,-0.00570168976817,0.998206302667,-0.00570168976817,0.00177511580765,0.000644545949124
300000000.0,0.0017872164262,0.000966703457732,0.998175814323,-0.00855244500222,0.998175814323,-0.00855244500222,0.0017872164262,0.000966703457731
400000000.0,0.00179959222241,0.00128878571817,0.998138652121,-0.0114031455952,0.998138652121,-0.0114031455952,0.00179959222241,0.00128878571817
500000000.0,0.0018128301987,0.00161078543643,0.998094228399,-0.0142537832654,0.998094228399,-0.0142537832654,0.0018128301987,0.00161078543643
600000000.0,0.00182722925101,0.00193269369004,0.998042243521,-0.0171043465469,0.998042243521,-0.0171043465469,0.00182722925101,0.00193269369004
700000000.0,0.00184296556433,0.00225450074302,0.997982520485,-0.0199548220194,0.997982520485,-0.0199548220194,0.00184296556433,0.00225450074302
800000000.0,0.00186015295356,0.00257619641047,0.997914944598,-0.0228051949208,0.997914944598,-0.0228051949208,0.00186015295356,0.00257619641047
900000000.0,0.00187886972022,0.00289777024702,0.997839436619,-0.0256554494995,0.997839436619,-0.0256554494995,0.00187886972022,0.00289777024702
1000000000.0,0.00189917226057,0.00321921165389,0.997755939161,-0.0285055692371,0.997755939161,-0.0285055692371,0.00189917226057,0.00321921165389
1100000000.0,0.00192110262747,0.00354050994384,0.997664409133,-0.0313555369988,0.997664409133,-0.0313555369988,0.00192110262747,0.00354050994384
1200000000.0,0.00194469303476,0.00386165438259,0.997564813241,-0.0342053351394,0.997564813241,-0.0342053351394,0.00194469303476,0.00386165438259
1300000000.0,0.00196996869023,0.00418263421629,0.997457125156,-0.0370549455828,0.997457125156,-0.0370549455828,0.00196996869023,0.00418263421629
1400000000.0,0.00199694965717,0.00450343869012,0.99734132366,-0.0399043498818,0.99734132366,-0.0399043498818,0.00199694965717,0.00450343869012
1500000000.0,0.00202565212255,0.00482405706132,0.997217391378,-0.0427535292654,0.997217391378,-0.0427535292654,0.00202565212255,0.00482405706132
1600000000.0,0.00205608928745,0.0051444786084,0.99708531389,-0.0456024646761,0.99708531389,-0.0456024646761,0.00205608928745,0.0051444786084
