freq (GHz),S11_real,S11_imag,S21_real,S21_imag,S12_real,S12_imag,S22_real,S22_imag
100000000.0,0.00338132850463,0.000389231976122,0.996617076981,-0.000886725010937,0.996617076981,-0.000886725010937,0.00338132850463,0.000389231976122
200000000.0,0.00340449214663,0.000778405812783,0.996593071037,-0.00177339334512,0.996593071037,-0.00177339334512,0.00340449214663,0.000778405812783
300000000.0,0.00342235431173,0.0011675433301,0.996574118774,-0.00266002780756,0.996574118774,-0.00266002780756,0.00342235431173,0.0011675433301
400000000.0,0.00343785034688,0.00155665128213,0.996557284835,-0.00354663591085,0.996557284835,-0.00354663591085,0.00343785034688,0.00155665128213
500000000.0,0.00345211212094,0.00194573292191,0.996541437343,-0.00443322155323,0.996541437343,-0.00443322155323,0.00345211212094,0.00194573292191
600000000.0,0.00346571756573,0.00233478995323,0.996525998353,-0.00531978701071,0.996525998353,-0.00531978701071,0.00346571756573,0.00233478995323
700000000.0,0.00347900847539,0.0027238232315,0.996510626059,-0.00620633365763,0.996510626059,-0.00620633365763,0.00347900847539,0.0027238232315
800000000.0,0.00349220654433,0.00311283308841,0.996495098756,-0.00709286230361,0.996495098756,-0.00709286230361,0.00349220654433,0.00311283308841
900000000.0,0.00350546505496,0.00350181950609,0.996479263146,-0.00797937337564,0.996479263146,-0.00797937337564,0.00350546505496,0.00350181950609
1000000000.0,0.00351889508796,0.00389078222024,0.996463008134,-0.00886586702673,0.996463008134,-0.00886586702673,0.00351889508796,0.00389078222024
1100000000.0,0.00353258009814,0.00427972078548,0.996446250252,-0.00975234320527,0.996446250252,-0.00975234320527,0.00353258009814,0.00427972078548
1200000000.0,0.00354658460339,0.00466863461897,0.996428924963,-0.010638801702,0.996428924963,-0.010638801702,0.00354658460339,0.00466863461898
1300000000.0,0.00356095965331,0.00505752303101,0.996410981204,-0.0115252421826,0.996410981204,-0.0115252421826,0.00356095965331,0.00505752303101
1400000000.0,0.00357574642539,0.0054463852469,0.996392377777,-0.012411664212,0.996392377777,-0.012411664212,0.00357574642539,0.0054463852469
1500000000.0,0.00359097867625,0.00583522042321,0.996373080909,-0.0132980672722,0.996373080909,-0.0132980672722,0.00359097867625,0.00583522042321
1600000000.0,0.00360668446403,0.00622402766023,0.996353062523,-0.0141844507757,0.996353062523,-0.0141844507757,0.00360668446403,0.00622402766023
1700000000.0,0.00362288739012,0.00661280601142,0.996332298998,-0.0150708140761,0.996332298998,-0.0150708140761,0.00362288739012,0.00661280601142
1800000000.0,0.00363960751428,0.00700155449099,0.996310770253,-0.0159571564773,0.996310770253,-0.0159571564773,0.00363960751428,0.00700155449099
1900000000.0,0.00365686204249,0.00739027207991,0.996288459062,-0.0168434772393,0.996288459062,-0.0168434772393,0.00365686204249,0.00739027207991
2000000000.0,0.00367466585258,0.00777895773072,0.996265350526,-0.0177297755847,0.996265350526,-0.0177297755847,0.00367466585258,0.00777895773072
2100000000.0,0.00369303190212,0.00816761037152,0.996241431665,-0.0186160507028,0.996241431665,-0.0186160507028,0.00369303190212,0.00816761037152
2200000000.0,0.00371197154919,0.00855622890935,0.996216691099,-0.0195023017534,0.996216691099,-0.0195023017534,0.00371197154919,0.00855622890935
2300000000.0,0.0037314948077,0.00894481223282,0.99619111879,-0.0203885278703,0.99619111879,-0.0203885278703,0.0037314948077,0.00894481223282
2400000000.0,0.00375161055284,0.0093333592145,0.996164705839,-0.0212747281641,0.996164705839,-0.0212747281641,0.00375161055284,0.0093333592145
2500000000.0,0.00377232668801,0.00972186871285,0.996137444318,-0.0221609017242,0.996137444318,-0.0221609017242,0.00377232668801,0.00972186871285
2600000000.0,0.00379365028175,0.0101103395739,0.996109327135,-0.0230470476212,0.996109327135,-0.0230470476212,0.00379365028175,0.0101103395739
2700000000.0,0.00381558768093,0.0104987706328,0.996080347916,-0.0239331649084,0.996080347916,-0.0239331649084,0.00381558768093,0.0104987706328
2800000000.0,0.00383814460506,0.0108871607148,0.996050500917,-0.0248192526235,0.996050500917,-0.0248192526235,0.00383814460506,0.0108871607148
2900000000.0,0.0038613262254,0.0112755086366,0.996019780939,-0.02570530979,0.996019780939,-0.02570530979,0.0038613262254,0.0112755086366
3000000000.0,0.00388513723174,0.0116638132072,0.995988183265,-0.0265913354181,0.995988183265,-0.0265913354181,0.00388513723174,0.0116638132072
3100000000.0,0.0039095818892,0.0120520732287,0.995955703604,-0.0274773285062,0.995955703604,-0.0274773285062,0.0039095818892,0.0120520732287
3200000000.0,0.00393466408668,0.0124402874972,0.995922338038,-0.0283632880415,0.995922338038,-0.0283632880415,0.00393466408668,0.0124402874972
3300000000.0,0.00396038737845,0.012828454803,0.995888082985,-0.0292492130008,0.995888082985,-0.0292492130008,0.00396038737845,0.012828454803
3400000000.0,0.00398675502013,0.0132165739319,0.995852935159,-0.0301351023516,0.995852935159,-0.0301351023516,0.00398675502013,0.0132165739319
3500000000.0,0.00401376999977,0.0136046436648,0.995816891544,-0.0310209550526,0.995816891544,-0.0310209550526,0.00401376999977,0.0136046436648
3600000000.0,0.00404143506498,0.0139926627792,0.995779949362,-0.0319067700542,0.995779949362,-0.0319067700542,0.00404143506498,0.0139926627792
3700000000.0,0.00406975274662,0.0143806300487,0.995742106051,-0.0327925462991,0.995742106051,-0.0327925462991,0.00406975274662,0.0143806300487
3800000000.0,0.00409872537954,0.0147685442438,0.995703359247,-0.033678282723,0.995703359247,-0.033678282723,0.00409872537954,0.0147685442438
3900000000.0,0.00412835512095,0.0151564041322,0.99566370676,-0.0345639782548,0.99566370676,-0.0345639782548,0.00412835512095,0.0151564041322
4000000000.0,0.00415864396653,0.0155442084792,0.995623146563,-0.0354496318173,0.995623146563,-0.0354496318173,0.00415864396653,0.0155442084792
4100000000.0,0.00418959376479,0.0159319560476,0.995581676777,-0.0363352423273,0.995581676777,-0.0363352423273,0.00418959376479,0.0159319560476
4200000000.0,0.00422120622977,0.0163196455984,0.995539295653,-0.0372208086961,0.995539295653,-0.0372208086961,0.00422120622977,0.0163196455984
4300000000.0,0.00425348295246,0.0167072758907,0.995496001569,-0.0381063298299,0.995496001569,-0.0381063298299,0.00425348295246,0.0167072758907
4400000000.0,0.0042864254109,0.0170948456821,0.995451793013,-0.0389918046299,0.995451793013,-0.0389918046299,0.0042864254109,0.0170948456821
4500000000.0,0.00432003497933,0.0174823537288,0.995406668577,-0.0398772319928,0.995406668577,-0.0398772319928,0.00432003497933,0.0174823537288
4600000000.0,0.00435431293631,0.0178697987858,0.995360626948,-0.040762610811,0.995360626948,-0.040762610811,0.00435431293631,0.0178697987858
