freq (GHz),S11_real,S11_imag,S21_real,S21_imag,S12_real,S12_imag,S22_real,S22_imag
100000000.0,0.0257805823325,0.00303809464423,0.974216402868,-0.00432666666546,0.974216402868,-0.00432666666546,0.0257805823325,0.00303809464423
200000000.0,0.025986724968,0.00607337906165,0.974006570143,-0.00865052836162,0.974006570143,-0.00865052836162,0.025986724968,0.00607337906165
300000000.0,0.0261751000722,0.00910657319674,0.973812829412,-0.0129723108602,0.973812829412,-0.0129723108602,0.0261751000722,0.00910657319674
400000000.0,0.0263675820895,0.0121377334946,0.973613306003,-0.0172920758358,0.973613306003,-0.0172920758358,0.0263675820895,0.0121377334946
500000000.0,0.0265725924904,0.0151667625622,0.973399578209,-0.0216097308254,0.973399578209,-0.0216097308254,0.0265725924904,0.0151667625622
600000000.0,0.0267944176999,0.0181934952071,0.973167359351,-0.0259251153721,0.973167359351,-0.0259251153721,0.0267944176999,0.0181934952071
700000000.0,0.0270355791126,0.0212177293496,0.972914127759,-0.0302380319903,0.972914127759,-0.0302380319903,0.0270355791126,0.0212177293496
800000000.0,0.0272976984787,0.0242392403787,0.972638261384,-0.0345482605536,0.972638261384,-0.0345482605536,0.0272976984787,0.0242392403787
900000000.0,0.0275818833828,0.0272577888849,0.972338652317,-0.0388555660483,0.972338652317,-0.0388555660483,0.0275818833828,0.0272577888849
1000000000.0,0.0278889227136,0.0302731252594,0.972014511319,-0.0431597031876,0.972014511319,-0.0431597031876,0.0278889227136,0.0302731252594
1100000000.0,0.028219395368,0.0332849926362,0.971665259118,-0.0474604193645,0.971665259118,-0.0474604193645,0.028219395368,0.0332849926362
1200000000.0,0.0285737350503,0.0362931288816,0.971290461604,-0.0517574566494,0.971290461604,-0.0517574566494,0.0285737350503,0.0362931288816
1300000000.0,0.0289522710604,0.0392972680023,0.970889789047,-0.0560505532045,0.970889789047,-0.0560505532045,0.0289522710604,0.0392972680023
1400000000.0,0.0293552551168,0.0422971411787,0.970462989271,-0.0603394443231,0.970462989271,-0.0603394443231,0.0293552551169,0.0422971411787
1500000000.0,0.0297828796472,0.0452924775493,0.970009869363,-0.064623863217,0.970009869363,-0.064623863217,0.0297828796472,0.0452924775493
1600000000.0,0.0302352906432,0.048283004821,0.969530282816,-0.0689035416316,0.969530282816,-0.0689035416316,0.0302352906432,0.048283004821
1700000000.0,0.0307125969344,0.0512684497574,0.969024120261,-0.0731782103362,0.969024120261,-0.0731782103362,0.0307125969344,0.0512684497574
1800000000.0,0.0312148770293,0.0542485385768,0.96849130262,-0.0774475995251,0.96849130262,-0.0774475995251,0.0312148770293,0.0542485385768
1900000000.0,0.0317421842635,0.057222997283,0.967931775961,-0.0817114391509,0.967931775961,-0.0817114391509,0.0317421842635,0.057222997283
2000000000.0,0.0322945507398,0.0601915519467,0.967345507557,-0.0859694592067,0.967345507557,-0.0859694592067,0.0322945507398,0.0601915519467
2100000000.0,0.0328719903933,0.0631539289457,0.96673248282,-0.0902213899692,0.96673248282,-0.0902213899692,0.0328719903933,0.0631539289457
2200000000.0,0.0334745014081,0.0661098551761,0.966092702887,-0.0944669622104,0.966092702887,-0.0944669622104,0.0334745014081,0.0661098551761
2300000000.0,0.0341020681485,0.0690590582376,0.965426182686,-0.0987059073852,0.965426182686,-0.0987059073852,0.0341020681485,0.0690590582376
2400000000.0,0.0347546627194,0.0720012666002,0.964732949376,-0.102937957798,0.964732949376,-0.102937957798,0.0347546627194,0.0720012666002
2500000000.0,0.0354322462416,0.074936209754,0.964013041074,-0.107162846756,0.964013041074,-0.107162846756,0.0354322462416,0.074936209754
2600000000.0,0.0361347699055,0.0778636183458,0.963266505796,-0.111380308702,0.963266505796,-0.111380308702,0.0361347699055,0.0778636183458
2700000000.0,0.0368621758484,0.0807832243046,0.962493400589,-0.115590079348,0.962493400589,-0.115590079348,0.0368621758484,0.0807832243046
2800000000.0,0.0376143978936,0.0836947609581,0.961693790781,-0.119791895783,0.961693790781,-0.119791895783,0.0376143978936,0.0836947609581
2900000000.0,0.0383913621767,0.08659796314,0.960867749363,-0.123985496592,0.960867749363,-0.123985496592,0.0383913621767,0.08659796314
3000000000.0,0.0391929876822,0.089492567292,0.960015356449,-0.12817062195,0.960015356449,-0.12817062195,0.0391929876822,0.089492567292
3100000000.0,0.0400191867067,0.0923783115582,0.959136698812,-0.13234701372,0.959136698812,-0.13234701372,0.0400191867067,0.0923783115582
3200000000.0,0.0408698652608,0.0952549358753,0.958231869485,-0.136514415544,0.958231869485,-0.136514415544,0.0408698652608,0.0952549358753
3300000000.0,0.0417449234222,0.0981221820573,0.957300967404,-0.140672572928,0.957300967404,-0.140672572928,0.0417449234222,0.0981221820573
3400000000.0,0.042644255647,0.100979793877,0.956344097101,-0.144821233326,0.956344097101,-0.144821233326,0.042644255647,0.100979793877
3500000000.0,0.0435677510465,0.103827517141,0.955361368424,-0.14896014621,0.955361368424,-0.14896014621,0.0435677510465,0.103827517141
