freq (GHz),S11_real,S11_imag,S21_real,S21_imag,S12_real,S12_imag,S22_real,S22_imag
100000000.0,-3.69011690471e-06,-0.00149827402771,0.999995197226,-0.00150411078734,0.999995197226,-0.00150411078734,-3.69011690482e-06,-0.00149827402771
200000000.0,-1.19385032353e-05,-0.00299632381705,0.999986941191,-0.00300799951487,0.999986941191,-0.00300799951487,-1.19385032354e-05,-0.00299632381705
300000000.0,-2.46906447452e-05,-0.00449403192544,0.999974183282,-0.00451154982489,0.999974183282,-0.00451154982489,-2.46906447456e-05,-0.00449403192544
400000000.0,-4.19421777883e-05,-0.00599130659313,0.999956926906,-0.00601467075872,0.999956926906,-0.00601467075872,-4.19421777883e-05,-0.00599130659313
500000000.0,-6.36882720607e-05,-0.00748806990044,0.999935176527,-0.00751728504321,0.999935176527,-0.00751728504321,-6.36882720605e-05,-0.00748806990044
600000000.0,-8.99235611967e-05,-0.0089842537941,0.999908937326,-0.00901932516323,0.999908937326,-0.00901932516323,-8.99235611971e-05,-0.0089842537941
700000000.0,-0.000120642192429,-0.0104797978551,0.999878215046,-0.0105207311536,0.999878215046,-0.0105207311536,-0.000120642192429,-0.0104797978551
800000000.0,-0.000155837888026,-0.0119746479821,0.999843015894,-0.0120214492978,0.999843015894,-0.0120214492978,-0.000155837888026,-0.0119746479821
900000000.0,-0.00019550400457,-0.0134687554653,0.999803346466,-0.0135214312118,0.999803346466,-0.0135214312118,-0.000195504004571,-0.0134687554653
1000000000.0,-0.000239633588292,-0.0149620762524,0.99975921368,-0.0150206331184,0.99975921368,-0.0150206331184,-0.000239633588292,-0.0149620762524
1100000000.0,-0.000288219422435,-0.0164545704106,0.999710624727,-0.0165190153148,0.999710624727,-0.0165190153148,-0.000288219422435,-0.0164545704106
1200000000.0,-0.000341254071907,-0.0179462016842,0.999657587021,-0.0180165417353,0.999657587021,-0.0180165417353,-0.000341254071907,-0.0179462016842
1300000000.0,-0.000398729920727,-0.0194369370947,0.999600108164,-0.0195131795563,0.999600108164,-0.0195131795563,-0.000398729920728,-0.0194369370947
1400000000.0,-0.00046063920569,-0.0209267466053,0.999538195906,-0.0210088988635,0.999538195906,-0.0210088988635,-0.00046063920569,-0.0209267466053
1500000000.0,-0.000526974046888,-0.0224156028356,0.999471858116,-0.0225036723702,0.999471858116,-0.0225036723702,-0.000526974046888,-0.0224156028356
1600000000.0,-0.000597726473523,-0.0239034807987,0.999401102756,-0.0239974751576,0.999401102756,-0.0239974751576,-0.000597726473523,-0.0239034807987
1700000000.0,-0.000672888446981,-0.0253903576675,0.999325937859,-0.0254902844432,0.999325937859,-0.0254902844432,-0.000672888446981,-0.0253903576675
1800000000.0,-0.000752451880403,-0.0268762125461,0.999246371504,-0.0269820793545,0.999246371504,-0.0269820793545,-0.000752451880403,-0.0268762125461
1900000000.0,-0.000836408656206,-0.02836102629,0.999162411805,-0.0284728407517,0.999162411805,-0.0284728407517,-0.000836408656206,-0.02836102629
2000000000.0,-0.000924750641677,-0.0298447813402,0.99907406689,-0.0299625510636,0.99907406689,-0.0299625510636,-0.000924750641677,-0.0298447813402
2100000000.0,-0.00101746969945,-0.0313274615211,0.998981344891,-0.0314511940866,0.998981344891,-0.0314511940866,-0.00101746969945,-0.0313274615211
2200000000.0,-0.00111455770076,-0.0328090519407,0.998884253935,-0.032938754888,0.998884253935,-0.032938754888,-0.00111455770076,-0.0328090519407
2300000000.0,-0.00121600653237,-0.0342895388215,0.998782802132,-0.0344252196364,0.998782802132,-0.0344252196364,-0.00121600653237,-0.0342895388215
2400000000.0,-0.00132180810425,-0.0357689093826,0.998676997569,-0.035910575487,0.998676997569,-0.035910575487,-0.00132180810425,-0.0357689093826
2500000000.0,-0.00143195435591,-0.0372471517357,0.998566848304,-0.0373948104779,0.998566848304,-0.0373948104779,-0.00143195435591,-0.0372471517357
2600000000.0,-0.00154643726036,-0.0387242547717,0.998452362363,-0.0388779134175,0.998452362363,-0.0388779134175,-0.00154643726036,-0.0387242547717
2700000000.0,-0.00166524882703,-0.0402002080591,0.998333547734,-0.0403598737851,0.998333547734,-0.0403598737851,-0.00166524882703,-0.0402002080591
2800000000.0,-0.00178838110476,-0.041675001767,0.998210412366,-0.0418406816538,0.998210412366,-0.0418406816538,-0.00178838110476,-0.041675001767
2900000000.0,-0.00191582618306,-0.0431486265817,0.998082964169,-0.0433203276086,0.998082964169,-0.0433203276086,-0.00191582618306,-0.0431486265817
3000000000.0,-0.00204757619248,-0.0446210736314,0.997951211011,-0.0447988026716,0.997951211011,-0.0447988026716,-0.00204757619248,-0.0446210736314
